scenario,policy,seed,arrivals,started,completed,waiting,in_service,wait_started,wait_censored,objective,max_queue,icu_saturation,fatigue_mean,weighted_queue_area,runtime_s,wait_p0,coverage_p0,wait_p1,coverage_p1,wait_p2,coverage_p2,util_beds,util_icu,util_ventilators,util_doctors,util_nurses
referencia,fifo,1010,167,102,94,65,8,155.43268867868053,189.67953335513104,221.82052069472647,91,0.55625,0.8583783417882811,90676.0,0.2291933000087738,202.5024911693142,0.4864864864864865,187.6944892112239,0.7241379310344828,184.6890211498788,0.5833333333333334,0.3984375,0.7713541666666667,0.6243055555555556,0.9833333333333333,0.6555555555555556
referencia,fifo,1011,154,106,98,48,8,162.91883922630566,180.47633183770938,199.09709580989895,81,0.36041666666666666,0.8641053648345042,73148.0,0.2014453000156209,182.09028846950218,0.7857142857142857,169.8475252961086,0.6949152542372882,189.16153781180265,0.6417910447761194,0.3967013888888889,0.7880208333333333,0.6777777777777778,0.9890625,0.659375
referencia,fifo,1012,146,109,101,37,8,133.10514902651417,144.023676563993,175.55977685348643,67,0.48333333333333334,0.8628037727670701,62119.0,0.1535382000147365,170.05765576294496,0.6285714285714286,134.24747258733285,0.813953488372093,136.80584566742047,0.7647058823529411,0.39427083333333335,0.7927083333333333,0.41041666666666665,0.9877604166666667,0.6585069444444445
referencia,fifo,1013,155,102,95,53,7,162.69239442497198,182.46984821814883,205.84690929976753,78,0.31666666666666665,0.8615020853870884,77938.0,0.18776609998894855,184.31377417835043,0.625,175.74989280905754,0.6724137931034483,187.5583371873926,0.6615384615384615,0.4045138888888889,0.759375,0.5027777777777778,0.9864583333333333,0.6576388888888889
referencia,fifo,1014,165,103,95,62,8,143.9924065618471,168.04473252861425,194.1333347020873,82,0.5,0.8638450507541237,78219.0,0.1805484999786131,159.93387116433323,0.5945945945945946,176.2293356446503,0.65,165.23628669797057,0.6176470588235294,0.39479166666666665,0.7932291666666667,0.5444444444444444,0.9888020833333333,0.6592013888888889
referencia,fifo,1015,151,104,96,47,8,145.02441661093115,168.57758224720305,197.2494701850249,72,0.5520833333333334,0.8695722242943605,68861.0,0.161722999997437,174.1858152154617,0.7,182.13492147716627,0.7291666666666666,157.358414136436,0.6575342465753424,0.3840277777777778,0.8369791666666667,0.39791666666666664,0.99453125,0.6630208333333333
referencia,fifo,1016,181,117,109,64,8,159.23598705669838,178.4867387817487,206.7615059650573,93,0.45625,0.8620227964324204,85393.0,0.23357590002706274,182.20964965987469,0.5714285714285714,172.8446326875234,0.5483870967741935,181.0999375568387,0.75,0.4201388888888889,0.7135416666666666,0.5888888888888889,0.9869791666666666,0.6579861111111112
referencia,fifo,1017,138,114,106,24,8,144.4474175472462,143.67361390016916,158.7437289161729,61,0.17083333333333334,0.8672292678386098,48409.0,0.14663580001797527,146.68059647071303,0.7916666666666666,132.87767850740744,0.8333333333333334,148.96891535576552,0.8333333333333334,0.4288194444444444,0.6979166666666666,0.34444444444444444,0.9921875,0.6614583333333334
referencia,fifo,1018,154,111,103,43,8,147.14375575530582,155.14333554745778,181.75619405443155,71,0.4583333333333333,0.8628037458942607,64288.0,0.1460547000169754,152.02251358446046,0.7096774193548387,181.19343536208564,0.723404255319149,140.30637225226573,0.7236842105263158,0.40381944444444445,0.7640625,0.6131944444444445,0.9877604166666667,0.6585069444444445
referencia,fifo,1019,177,107,99,70,8,165.0289018463148,202.70098712594375,227.06886229762245,98,0.5958333333333333,0.8698325580092726,90514.0,0.23328030004631728,201.27593949499982,0.6666666666666666,195.81530932762652,0.5396825396825397,208.37419105716168,0.6309523809523809,0.39739583333333334,0.7973958333333333,0.3159722222222222,0.9947916666666666,0.6631944444444444
referencia,fifo,1020,171,111,103,60,8,144.6182839866835,171.96823875169474,208.05803913810158,80,0.5270833333333333,0.8700928902195201,85811.0,0.2218908999930136,208.86201089670234,0.525,142.96728446844224,0.7307692307692307,172.37708352294564,0.6582278481012658,0.4173611111111111,0.7380208333333333,0.3215277777777778,0.9950520833333333,0.6633680555555556
referencia,fifo,1021,172,109,102,63,7,163.07621018998137,179.64661997362805,201.1212809167211,87,0.58125,0.8685309070757391,84125.0,0.21917379996739328,170.0234268520908,0.5641025641025641,175.06717078581516,0.6724137931034483,188.19212110206942,0.64,0.39045138888888886,0.815625,0.44027777777777777,0.9934895833333334,0.6623263888888888
referencia,fifo,1022,171,122,115,49,7,170.46391077146725,175.33519015035958,191.93011705084263,86,0.175,0.8643656740411966,70566.0,0.20722649997333065,151.5001152651181,0.5909090909090909,180.02737597929266,0.7164179104477612,177.8961071861742,0.7439024390243902,0.5116319444444445,0.44375,0.32013888888888886,0.9893229166666667,0.6595486111111111
referencia,fifo,1023,146,104,96,42,8,157.25037790965527,176.8205992126818,202.68078204520725,72,0.6125,0.8630640716850101,71397.0,0.18589050002628937,192.44396473627856,0.7419354838709677,166.03800471638075,0.6875,177.3167216692632,0.7164179104477612,0.3807291666666667,0.8338541666666667,0.5743055555555555,0.9880208333333333,0.6586805555555556
referencia,fifo,1024,162,107,99,55,8,155.41661739011525,169.0961025974221,183.55671370152027,79,0.43333333333333335,0.859159201387732,67287.0,0.19261840003309771,153.61018604793878,0.7096774193548387,159.67760375219697,0.7058823529411765,181.10118827417787,0.6125,0.3949652777777778,0.7833333333333333,0.4756944444444444,0.9841145833333333,0.6560763888888889
referencia,fifo,1025,152,108,100,44,8,149.4149787922786,161.43554083411436,179.23091062235048,73,0.27291666666666664,0.8648863219961794,65702.0,0.18818800000008196,145.8724431257442,0.6363636363636364,163.27848934642526,0.6981132075471698,167.7371461859892,0.7575757575757576,0.41336805555555556,0.7395833333333334,0.5708333333333333,0.98984375,0.6598958333333333
referencia,fifo,1026,178,97,89,81,8,182.99018119407498,216.53725619588516,245.29198173082642,104,0.7125,0.8633244320388191,111995.0,0.2766890999628231,234.31478482945232,0.5348837209302325,179.58766233863395,0.6,239.9271114741414,0.5,0.36944444444444446,0.8682291666666667,0.4652777777777778,0.98828125,0.6588541666666666
referencia,fifo,1027,143,114,106,29,8,137.6269510119158,135.37049072692778,151.15169720836295,60,0.46458333333333335,0.8604608722860436,50119.0,0.1432700000004843,125.29083512736818,0.75,145.90423218862918,0.8478260869565217,132.4382914450351,0.782608695652174,0.4065972222222222,0.7510416666666667,0.4222222222222222,0.9854166666666667,0.6569444444444444
referencia,fifo,1028,161,100,92,61,8,152.13349165727877,178.8724718547651,207.5036751169995,86,0.71875,0.8635847497675313,80784.0,0.21380080003291368,191.44704290569246,0.6666666666666666,170.57884360983604,0.6538461538461539,178.5791035109696,0.5753424657534246,0.35434027777777777,0.9140625,0.8340277777777778,0.9885416666666667,0.6590277777777778
referencia,fifo,1029,146,101,93,45,8,154.85481162166323,170.4663159675091,190.61185835835462,74,0.5,0.8604608641236768,66352.0,0.19559600000502542,176.21428704454965,0.6896551724137931,161.10082865400628,0.8,174.967557824837,0.6119402985074627,0.3840277777777778,0.81875,0.5173611111111112,0.9854166666666667,0.6569444444444444
referencia,priority,1000,148,74,66,74,8,121.63699073683664,212.55855193648728,179.08790677004012,85,0.9270833333333334,0.8544735407963149,62424.0,0.2459343000082299,87.63533517605582,0.96,160.49993823522945,0.746031746031746,319.2714366396545,0.05,0.3375,0.9463541666666667,0.5409722222222222,0.9794270833333333,0.6529513888888889
referencia,priority,1001,135,94,86,41,8,161.4189973979188,194.16454550519737,184.20881133631013,73,0.95625,0.8635847283322514,67309.0,0.20960790000390261,185.624449474341,0.7,56.00405808758113,1.0,288.1911295687501,0.5,0.3333333333333333,0.9770833333333333,0.5305555555555556,0.9885416666666667,0.6590277777777778
