variant,seed,arrivals,started,completed,waiting,in_service,wait_started,wait_censored,objective,max_queue,icu_saturation,fatigue_mean,weighted_queue_area,runtime_s,wait_p0,coverage_p0,wait_p1,coverage_p1,wait_p2,coverage_p2,util_beds,util_icu,util_ventilators,util_doctors,util_nurses
sin_feedback,1020,171,114,107,57,7,146.57531098317875,187.26063641251343,142.21593387494372,91,0.9708333333333333,0.8700928902195201,60956.0,0.21616000001085922,113.16201089670236,0.875,62.871130622288405,1.0,306.65556453560384,0.34177215189873417,0.3355902777777778,0.9833333333333333,0.63125,0.9950520833333333,0.6633680555555556
sin_feedback,1021,172,112,104,60,8,122.24447913910613,180.64661997362805,136.49188133079977,88,0.9458333333333333,0.8685309070757391,59209.0,0.1831330000422895,107.35676018542414,0.8974358974358975,64.13613630305655,1.0,308.8587877687361,0.25333333333333335,0.33871527777777777,0.9708333333333333,0.5430555555555555,0.9934895833333334,0.6623263888888888
sin_feedback,1022,171,130,122,41,8,161.16816167236402,185.34688605679233,124.79517729180651,93,0.41458333333333336,0.8643656740411966,48105.0,0.21670529997209087,24.454660719663547,1.0,103.92289836735237,1.0,295.04244864958883,0.5,0.4487847222222222,0.6322916666666667,0.47430555555555554,0.9893229166666667,0.6595486111111111
sin_feedback,1023,146,115,107,31,8,157.4188926690606,183.0329279798051,132.50697851875887,78,0.9104166666666667,0.8630640716850101,48938.0,0.2028938999865204,110.05686796208501,1.0,55.663004716380776,0.9791666666666666,308.0480649528453,0.5522388059701493,0.34097222222222223,0.953125,0.6673611111111111,0.9880208333333333,0.6586805555555556
sin_feedback,1024,162,114,107,48,7,139.59743622985346,174.01585568384183,117.51136763946774,80,0.8083333333333333,0.859159201387732,45134.0,0.19858740002382547,69.15857314471299,1.0,63.0109370855303,1.0,285.41368827417784,0.4,0.35572916666666665,0.9010416666666666,0.5347222222222222,0.9841145833333333,0.6560763888888889
sin_feedback,1025,152,107,101,45,6,122.8203185812724,176.1592250446407,109.81719903842615,77,0.9354166666666667,0.8648863219961794,41920.0,0.18192990001989529,61.448200701501804,1.0,49.22188557284036,0.9622641509433962,335.44926739811035,0.3484848484848485,0.3342013888888889,0.9770833333333333,0.7055555555555556,0.98984375,0.6598958333333333
sin_feedback,1026,178,97,89,81,8,129.38134881424,213.3350090048739,196.42391289717443,102,0.95,0.8633244320388191,91717.0,0.2608658000244759,182.40780808526628,0.7209302325581395,113.83381618478779,0.9846153846153847,324.7271114741414,0.02857142857142857,0.3345486111111111,0.9729166666666667,0.5701388888888889,0.98828125,0.6588541666666666
sin_feedback,1027,143,143,135,0,8,129.86699422343128,129.86699422343128,80.91169720836295,65,0.65625,0.8604608722860436,29239.0,0.12849600001936778,54.0408351273682,1.0,35.92597131906396,1.0,223.26437840155685,1.0,0.39166666666666666,0.7958333333333333,0.43194444444444446,0.9854166666666667,0.6569444444444444
sin_feedback,1028,161,108,100,53,8,131.6646277846929,175.64886937029306,142.92614702711185,86,0.9645833333333333,0.8635847497675313,57927.0,0.19340340001508594,136.002598461248,0.9444444444444444,51.75192053291299,1.0,283.4558158397367,0.3013698630136986,0.3338541666666667,0.9755208333333333,0.79375,0.9885416666666667,0.6590277777777778
sin_feedback,1029,146,114,107,32,7,145.18886841006648,164.43891870723513,126.71160260387892,73,0.85,0.8604608641236768,46287.0,0.17536989995278418,102.59359738937725,1.0,76.00082865400627,1.0,257.20636379498626,0.5223880597014925,0.35104166666666664,0.9177083333333333,0.5777777777777777,0.9854166666666667,0.6569444444444444
servicio_080,1000,148,101,94,47,7,123.13133346210185,183.20044382837918,125.29592682016543,76,0.7479166666666667,0.8539529056251534,46301.0,0.16646430001128465,43.395335176055816,1.0,110.91263664792787,1.0,317.3547699729878,0.21666666666666667,0.37725694444444446,0.8260416666666667,0.4798611111111111,0.97890625,0.6526041666666667
servicio_080,1001,135,122,115,13,7,143.49482316983588,144.83861957927144,134.79071842677467,62,0.9625,0.8635847283322514,50937.0,0.13056479999795556,144.69944947434098,0.85,35.35540943893248,1.0,214.7773364653018,0.8793103448275862,0.3328125,0.9786458333333333,0.5548611111111111,0.9885416666666667,0.6590277777777778
servicio_080,1002,156,109,101,47,8,142.0406767308924,186.2532156606827,129.40758589607137,84,0.89375,0.8651466885406313,48913.0,0.20657380000920966,86.77471906087341,1.0,64.89950860368238,1.0,311.5623028836706,0.36486486486486486,0.3434027777777778,0.95,0.6076388888888888,0.9901041666666667,0.6600694444444445
servicio_080,1003,148,101,93,47,8,134.9149323720674,189.27340657691647,150.72435318652452,78,0.9458333333333333,0.8664482859399224,61152.0,0.19031889998586848,124.99634151086832,0.9428571428571428,97.31030353789596,1.0,331.41267244013676,0.16666666666666666,0.34322916666666664,0.953125,0.6875,0.99140625,0.6609375
servicio_080,1004,142,126,118,16,8,148.11285854671473,148.1387383612123,96.41105365966735,63,0.8125,0.8617624372178933,34239.0,0.15793489996576682,69.90525493253132,1.0,36.842980793932604,1.0,251.99068549732897,0.7681159420289855,0.36302083333333335,0.884375,0.475,0.98671875,0.6578125
servicio_080,1005,154,107,99,47,8,139.96347078911222,185.82815818620006,139.0238938367027,86,0.9208333333333333,0.8628037207907192,53302.0,0.2411460999865085,111.84432631071888,0.8823529411764706,57.77555824449347,1.0,316.9315332701623,0.37681159420289856,0.34774305555555557,0.9322916666666666,0.7611111111111111,0.9877604166666667,0.6585069444444445
servicio_080,1006,168,108,101,60,7,146.83589581858052,199.46937948843134,165.61579345777568,94,0.94375,0.8625434218867869,68320.0,0.22856909997062758,164.62159205672998,0.8378378378378378,44.04391659280748,1.0,318.09586310293,0.31645569620253167,0.33663194444444444,0.9651041666666667,0.5541666666666667,0.9875,0.6583333333333333
servicio_080,1007,149,99,91,50,8,103.02698495796233,179.40779729807062,142.8945290188665,80,0.8625,0.8500484473714038,55313.0,0.1557331999647431,94.24554217766493,1.0,116.5378068525035,0.9692307692307692,298.6124296154093,0.12727272727272726,0.33819444444444446,0.9354166666666667,0.7763888888888889,0.975,0.65
servicio_080,1008,158,112,105,46,7,147.1213015468589,197.47123294464376,139.18572709556886,88,0.7833333333333333,0.8635846997001412,54399.0,0.2155483000096865,95.43180910009795,1.0,82.42028041616757,1.0,333.134592636805,0.352112676056338,0.3640625,0.8848958333333333,0.5652777777777778,0.9885416666666667,0.6590277777777778
servicio_080,1009,171,100,92,71,8,100.46038269440888,199.61616057817778,149.75058341550778,95,0.9083333333333333,0.8667086184015541,62256.0,0.252663399965968,94.88388365261098,0.96875,99.8389036219239,0.9848484848484849,335.7357745607928,0.0547945205479452,0.3392361111111111,0.965625,0.7486111111111111,0.9916666666666667,0.6611111111111111
servicio_080,1010,167,97,90,70,7,106.1272850618998,198.26635970243643,165.6367600109658,94,0.9270833333333334,0.8573370884680372,69242.0,0.2499515999807045,136.55654522336826,0.8108108108108109,95.72897196984458,1.0,312.5779100387677,0.125,0.34184027777777776,0.9390625,0.68125,0.9822916666666667,0.6548611111111111
servicio_080,1011,154,113,105,41,8,153.16523098386094,182.93087729225485,131.95389192640383,81,0.8208333333333333,0.8641053648345042,50825.0,0.1768076000153087,101.05457418378789,1.0,73.6102371605154,0.9830508474576272,313.4152691550862,0.40298507462686567,0.3623263888888889,0.8911458333333333,0.75,0.9890625,0.659375
servicio_080,1012,146,116,109,30,7,136.3700576545359,152.48258067358205,106.47378176749133,71,0.8979166666666667,0.8628037727670701,39161.0,0.1429581999545917,81.91479862008782,0.9428571428571428,32.29398421523984,0.9767441860465116,264.80584566742044,0.6029411764705882,0.3359375,0.9677083333333333,0.49444444444444446,0.9877604166666667,0.6585069444444445
servicio_080,1013,155,104,96,51,8,121.18284517031596,185.88920305685852,136.20189769883947,81,0.9375,0.8615020853870884,53321.0,0.17725740000605583,90.15752417835043,0.96875,88.83609970560926,1.0,319.61987564893104,0.23076923076923078,0.3376736111111111,0.9598958333333333,0.55,0.9864583333333333,0.6576388888888889
servicio_080,1014,165,102,94,63,8,89.5123206743901,166.72958101346273,133.79929214889583,80,0.9354166666666667,0.8638450507541237,55142.0,0.15622720000101253,95.93387116433325,0.8378378378378378,84.39600231131696,1.0,277.89805140385295,0.16176470588235295,0.3407986111111111,0.9552083333333333,0.5569444444444445,0.9888020833333333,0.6592013888888889
servicio_080,1015,151,110,103,41,7,145.6815877880724,183.2861915187262,126.71294625555386,78,0.9333333333333333,0.8695722242943605,46618.0,0.17503430001670495,97.98581521546171,1.0,46.36408814383294,1.0,308.37211276657297,0.4383561643835616,0.3404513888888889,0.9677083333333333,0.41944444444444445,0.99453125,0.6630208333333333
servicio_080,1016,181,99,91,82,8,93.62862181943636,199.64143491434538,147.21150596505728,101,0.8854166666666666,0.8620227964324204,61969.0,0.23157180001726374,98.46679251701757,0.8571428571428571,71.247858493975,0.9838709677419355,336.56422327112443,0.09523809523809523,0.3454861111111111,0.9375,0.6173611111111111,0.9869791666666666,0.6579861111111112
servicio_080,1017,138,138,131,0,7,138.86926607408222,138.86926607408222,83.25542482260565,66,0.5916666666666667,0.8670292506933733,26972.0,0.12504459999036044,37.0972631373797,1.0,42.115773745502686,1.0,229.2328042446544,1.0,0.4173611111111111,0.728125,0.31319444444444444,0.9901041666666667,0.6600694444444445
servicio_080,1018,154,114,106,40,8,122.09397924241144,157.61736152148373,111.95718661026282,68,0.9125,0.8628037458942607,41619.0,0.15530869999201968,72.53864261671852,1.0,67.04449919187284,1.0,248.33268804173943,0.47368421052631576,0.33836805555555555,0.9604166666666667,0.8152777777777778,0.9877604166666667,0.6585069444444445
servicio_080,1019,177,100,92,77,8,103.25204920332195,215.76878373611325,157.97393956031559,103,0.9083333333333333,0.8698325580092726,65154.0,0.22768999997060746,103.57593949499983,1.0,92.4978490101662,1.0,348.2908577238283,0.08333333333333333,0.3501736111111111,0.9390625,0.34305555555555556,0.9947916666666666,0.6631944444444444
servicio_080,1020,171,112,104,59,8,140.1019950451244,186.19046097391694,141.71909176968055,91,0.9604166666666667,0.8700928902195201,60240.0,0.1964735999936238,113.83701089670235,0.875,56.448053699211485,1.0,308.22518478876844,0.31645569620253167,0.3362847222222222,0.98125,0.6375,0.9950520833333333,0.6633680555555556
servicio_080,1021,172,109,101,63,8,113.71271497599724,180.58848043874434,135.74239892914346,86,0.9541666666666667,0.8685309070757391,58667.0,0.19791869999608025,106.53624736491132,0.8974358974358975,60.9292397513324,1.0,311.6321211020694,0.21333333333333335,0.3375,0.9744791666666667,0.5472222222222223,0.9934895833333334,0.6623263888888888
servicio_080,1022,171,124,116,47,8,149.66217562760383,185.21238313281572,124.04096042433663,91,0.42291666666666666,0.8643656740411966,47132.0,0.18995959998574108,21.45466071966355,1.0,99.29603269571058,1.0,299.34732669836933,0.4268292682926829,0.44583333333333336,0.6411458333333333,0.48125,0.9893229166666667,0.6595486111111111
servicio_080,1023,146,112,104,34,8,146.9751318078104,182.45073619898318,130.6001775112022,77,0.9395833333333333,0.8630640716850101,48001.0,0.17658229998778552,107.66977118789146,1.0,50.64217138304744,1.0,311.4809007737408,0.4925373134328358,0.3375,0.9635416666666666,0.6729166666666667,0.9880208333333333,0.6586805555555556
servicio_080,1024,162,110,102,52,8,131.06001247077262,174.28746062211346,116.54000725760616,79,0.8354166666666667,0.859159201387732,44427.0,0.2134014000184834,66.67470217697105,1.0,59.422701791412656,1.0,289.21368827417785,0.35,0.34878472222222223,0.921875,0.55,0.9841145833333333,0.6560763888888889
servicio_080,1025,152,105,97,47,8,109.36211168940034,176.02764609727225,108.62334561053017,76,0.9583333333333334,0.8648863219961794,41175.0,0.1902797999791801,59.29668554998665,1.0,45.731319535104504,1.0,339.02502497386797,0.2878787878787879,0.33229166666666665,0.9828125,0.7041666666666667,0.98984375,0.6598958333333333
servicio_080,1026,178,94,86,84,8,127.95564775890483,212.64399776891887,196.73366433120884,102,0.95625,0.8633244320388191,91159.0,0.23526200000196695,180.9426918061965,0.6976744186046512,112.91073926171087,0.9538461538461539,324.7271114741414,0.02857142857142857,0.33350694444444445,0.9760416666666667,0.5708333333333333,0.98828125,0.6588541666666666
servicio_080,1027,143,135,128,8,7,134.29053763631677,129.4893718458089,80.96236387502962,63,0.6666666666666666,0.8604608722860436,28538.0,0.13039559999015182,52.57654941308248,1.0,31.121623492977005,1.0,226.27887115518004,0.8840579710144928,0.3871527777777778,0.809375,0.44513888888888886,0.9854166666666667,0.6569444444444444
servicio_080,1028,161,106,98,55,8,125.61035029846312,175.12713023985827,141.7733380383478,85,0.9708333333333333,0.8630641112936684,57294.0,0.20443139999406412,135.41926512791466,0.9444444444444444,47.48268976368222,1.0,285.63389803151756,0.273972602739726,0.3329861111111111,0.9770833333333333,0.7881944444444444,0.9880208333333333,0.6586805555555556
servicio_080,1029,146,110,102,36,8,136.0283462001613,163.82248035107077,125.3791217854646,72,0.8854166666666666,0.8599402619646231,45466.0,0.16341150004882365,100.90394221696346,1.0,71.14082865400627,1.0,260.2212891681206,0.4626865671641791,0.3440972222222222,0.9375,0.5805555555555556,0.9848958333333333,0.6565972222222223
servicio_120,1000,148,63,55,85,8,141.08726146952736,231.25449788243324,213.79467368733336,94,0.9125,0.854994169193186,73572.0,0.22555299999658018,125.59533517605581,0.8,189.3570810923723,0.6349206349206349,319.2714366396545,0.05,0.3404513888888889,0.9385416666666667,0.45208333333333334,0.9799479166666667,0.6532986111111111
servicio_120,1001,135,75,67,60,8,155.5866021334163,223.32750846816035,218.37751549278934,79,0.9479166666666666,0.8635847283322514,78944.0,0.22326840000459924,213.42444947434097,0.6,84.89594997947302,1.0,318.46699163771564,0.2413793103448276,0.33402777777777776,0.975,0.4354166666666667,0.9885416666666667,0.6590277777777778
servicio_120,1002,156,66,58,90,8,139.84070488014723,237.65065155811862,215.8531064771852,101,0.93125,0.8651466885406313,77595.0,0.24189689999911934,163.87149325442178,0.7096774193548387,150.33088115270198,0.8235294117647058,328.7379785593463,0.02702702702702703,0.34149305555555554,0.9557291666666666,0.6875,0.9901041666666667,0.6600694444444445
servicio_120,1003,148,67,59,81,8,155.13873219823807,239.16529846880837,235.5565527330098,92,0.9208333333333333,0.8664482859399224,90763.0,0.2250717999995686,198.6820557965826,0.6,176.39504930060784,0.7627118644067796,333.98674651421084,0.018518518518518517,0.34930555555555554,0.9348958333333334,0.5875,0.99140625,0.6609375
servicio_120,1004,142,69,61,73,8,109.89065784503791,213.00493554431088,187.637720326334,79,0.95625,0.8617624372178933,61309.0,0.17546410002978519,150.83628941528994,0.7586206896551724,106.4338898848417,0.9545454545454546,307.0921347726913,0.07246376811594203,0.33489583333333334,0.96875,0.5069444444444444,0.98671875,0.6578125
servicio_120,1005,154,68,60,86,8,143.33496340113558,238.61387247191433,222.05441026862758,102,0.9270833333333334,0.8628037207907192,82253.0,0.26903440000023693,174.96197336954242,0.6470588235294118,156.7167347150817,0.803921568627451,330.51124341508984,0.07246376811594203,0.34444444444444444,0.9421875,0.8159722222222222,0.9877604166666667,0.6585069444444445
servicio_120,1006,168,68,60,100,8,139.3273247147124,246.84437948843134,239.97246741838836,113,0.95,0.8625434218867869,95821.0,0.28289949998725206,222.99997043510834,0.5945945945945946,128.10160890049977,0.8461538461538461,336.1718124700186,0.02531645569620253,0.3362847222222222,0.9661458333333334,0.5527777777777778,0.9875,0.6583333333333333
servicio_120,1007,149,70,62,79,8,147.75880322912795,229.42122011686257,225.39924599999856,94,0.9375,0.8539529168028601,83575.0,0.24471679999260232,172.65933528111321,0.7586206896551724,189.1531914678881,0.6461538461538462,306.93970234268204,0.10909090909090909,0.3342013888888889,0.9552083333333333,0.8611111111111112,0.97890625,0.6526041666666667
servicio_120,1008,158,72,64,86,8,158.41257373261814,249.002878514264,226.3504048998648,105,0.91875,0.8635846997001412,84261.0,0.26868999999715015,175.8456022035462,0.8275862068965517,169.14441834720202,0.7758620689655172,344.12050812976275,0.04225352112676056,0.33784722222222224,0.9635416666666666,0.7145833333333333,0.9885416666666667,0.6590277777777778
servicio_120,1009,171,70,62,101,8,148.65217943139965,243.21849975946432,227.8261773679916,108,0.94375,0.8667086184015541,91685.0,0.29044499999145046,169.10263365261096,0.71875,176.3389036219239,0.6666666666666666,336.1741307251763,0.0410958904109589,0.33697916666666666,0.9723958333333333,0.7875,0.9916666666666667,0.6611111111111111
servicio_120,1010,167,66,58,101,8,144.2135305018295,243.56576090004123,239.6666745408803,112,0.9333333333333333,0.8586386515932668,96388.0,0.2874396999832243,193.88086954769258,0.5135135135135135,173.10828231467218,0.7241379310344828,325.85568781654547,0.06944444444444445,0.3423611111111111,0.9401041666666666,0.7743055555555556,0.98359375,0.6557291666666667
servicio_120,1011,154,69,61,85,8,148.2245238987181,234.61269547407304,219.84952299436497,97,0.9229166666666667,0.8641053648345042,79958.0,0.28631290001794696,185.48314561235932,0.8214285714285714,152.88142360119338,0.7627118644067796,327.1167616923997,0.014925373134328358,0.34270833333333334,0.95,0.8159722222222222,0.9890625,0.659375
servicio_120,1012,146,68,60,78,8,105.65834289103064,216.40038889276013,188.7538800475896,88,0.9125,0.8628037727670701,66049.0,0.23432109999703243,149.40051290580212,0.6571428571428571,99.10793770361192,0.9767441860465116,325.05584566742044,0.04411764705882353,0.3347222222222222,0.9713541666666666,0.5041666666666667,0.9877604166666667,0.6585069444444445
servicio_120,1013,155,69,61,86,8,158.2992475931928,236.87629983105205,222.13693250162368,97,0.9458333333333333,0.8615020853870884,83399.0,0.271819899964612,164.62627417835043,0.6875,177.28437556767824,0.7413793103448276,325.61987564893104,0.06153846153846154,0.33836805555555555,0.9578125,0.6159722222222223,0.9864583333333333,0.6576388888888889
servicio_120,1014,165,69,61,96,8,129.19748478823402,215.5053385892203,212.2992921488958,100,0.925,0.8638450507541237,84537.0,0.2395124999457039,160.17711440757648,0.5675675675675675,163.24600231131697,0.6833333333333333,291.72158081561764,0.10294117647058823,0.3420138888888889,0.9515625,0.6347222222222222,0.9888020833333333,0.6592013888888889
servicio_120,1015,151,67,59,84,8,127.10339843265906,234.75639019422294,213.61722837142287,94,0.9166666666666666,0.8695722242943605,73979.0,0.2492068000137806,175.75248188212836,0.7,128.90575481049962,0.875,328.60498947890176,0.0547945205479452,0.34322916666666664,0.959375,0.47430555555555554,0.99453125,0.6630208333333333
servicio_120,1016,181,68,60,113,8,134.14648039756153,242.06684927898627,220.52400596505728,119,0.9145833333333333,0.8620227964324204,90319.0,0.33009290002519265,159.06679251701755,0.6,152.4252778488137,0.7096774193548387,342.81422327112443,0.03571428571428571,0.3454861111111111,0.9375,0.7416666666666667,0.9869791666666666,0.6579861111111112
servicio_120,1017,138,70,62,68,8,111.03133478740837,218.06491824799525,172.28466458868752,81,0.9270833333333334,0.8672292678386098,52020.0,0.19107619998976588,102.55559647071304,0.9166666666666666,116.68720231693126,1.0,315.70502646687663,0.08333333333333333,0.34131944444444445,0.9604166666666667,0.4131944444444444,0.9921875,0.6614583333333334
servicio_120,1018,154,72,64,82,8,126.9733671666928,216.5848939890162,199.0614049725457,87,0.9604166666666667,0.8628037458942607,69702.0,0.2434959000092931,151.3128361651056,0.7419354838709677,139.29981834080903,0.851063829787234,291.00374067331836,0.11842105263157894,0.3333333333333333,0.9755208333333333,0.7798611111111111,0.9877604166666667,0.6585069444444445
servicio_120,1019,177,69,61,108,8,156.37295433835843,258.5145464479777,240.09314485832883,121,0.9354166666666667,0.8698325580092726,95094.0,0.3003389000077732,184.5759394949998,0.7333333333333333,173.64070615302333,0.6825396825396826,348.57657200954264,0.047619047619047616,0.3451388888888889,0.9541666666666667,0.3701388888888889,0.9947916666666666,0.6631944444444444
servicio_120,1020,171,68,61,103,7,128.35731838153643,233.44192296222104,220.33803913810158,106,0.9666666666666667,0.8700928902195201,89964.0,0.2591173000400886,179.08701089670234,0.55,139.08266908382686,0.8269230769230769,323.0732860545912,0.0379746835443038,0.33611111111111114,0.9817708333333334,0.4736111111111111,0.9950520833333333,0.6633680555555556
servicio_120,1021,172,71,63,101,8,139.0690113167495,228.03034090386063,214.6844279146507,105,0.9375,0.8685309070757391,88876.0,0.2617836000281386,171.7413755700395,0.5897435897435898,141.3947569927117,0.7758620689655172,324.2987877687361,0.04,0.33819444444444446,0.9723958333333333,0.51875,0.9934895833333334,0.6623263888888888
servicio_120,1022,171,71,63,100,8,132.7251380996847,240.3059503842777,206.6385507857824,107,0.85,0.8643656740411966,74990.0,0.2730784000013955,63.68193344693628,1.0,202.22140583003892,0.6567164179104478,318.81074133251565,0.06097560975609756,0.34965277777777776,0.9296875,0.7291666666666666,0.9893229166666667,0.6595486111111111
servicio_120,1023,146,68,60,78,8,138.98062391849578,239.98498277432566,220.43896844319215,95,0.9270833333333334,0.8630640716850101,77067.0,0.23548869998194277,191.15364215563338,0.7096774193548387,131.12133804971413,0.875,340.5704530125468,0.05970149253731343,0.34097222222222223,0.953125,0.6576388888888889,0.9880208333333333,0.6586805555555556
servicio_120,1024,162,69,61,93,8,138.0384253334726,223.21338654803935,200.0650669234773,96,0.93125,0.859159201387732,72704.0,0.23465779999969527,144.25534733826137,0.7741935483870968,141.05015277180482,0.8235294117647058,306.1886882741779,0.0375,0.33697916666666666,0.9572916666666667,0.5875,0.9841145833333333,0.6560763888888889
servicio_120,1025,152,67,59,85,8,125.44978848755864,226.257909255167,191.3207451377169,93,0.9583333333333334,0.8648863219961794,69256.0,0.2397365000215359,132.26638251968362,0.696969696969697,125.03320632755732,0.8113207547169812,354.5401764890195,0.015151515151515152,0.33229166666666665,0.9828125,0.7173611111111111,0.98984375,0.6598958333333333
servicio_120,1026,178,66,58,112,8,168.36221387173794,252.14961574644695,262.905748461228,116,0.9416666666666667,0.8633244320388191,119107.0,0.3388161000330001,234.05897087596395,0.4883720930232558,185.95689310786472,0.6615384615384615,324.7271114741414,0.02857142857142857,0.33576388888888886,0.9692708333333333,0.49375,0.98828125,0.6588541666666666
servicio_120,1027,143,70,63,73,7,108.70938027491832,204.15370751014456,172.83169720836295,81,0.9541666666666667,0.8604608722860436,56389.0,0.20473639998817816,129.64797798451104,0.8214285714285714,100.5129278408031,0.9347826086956522,303.48176970590464,0.057971014492753624,0.3347222222222222,0.9666666666666667,0.5319444444444444,0.9854166666666667,0.6569444444444444
servicio_120,1028,161,71,63,90,8,137.07004362905514,222.63023582992037,221.50592230801072,101,0.95625,0.8638450665204976,85935.0,0.2576282999943942,203.83593179458134,0.6388888888888888,130.9249974559899,0.8461538461538461,297.222939127408,0.0547945205479452,0.3347222222222222,0.9734375,0.875,0.9888020833333333,0.6592013888888889
servicio_120,1029,146,68,60,78,8,139.16727336070562,219.70604199490637,213.89318828162828,90,0.8979166666666667,0.8604608641236768,72935.0,0.22410069999750704,177.52463187213587,0.6896551724137931,153.14082865400627,0.84,287.6391996158818,0.08955223880597014,0.34392361111111114,0.9390625,0.5944444444444444,0.9854166666666667,0.6569444444444444
